study,questionnaire,question,item,answer_list,text,question_text,text_de,question_text_de,dataset,variable
soep-pretest,pre_2004_online,79_4,8,,"on maternity leave / child rearing leave / ""Elternzeit""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",im Mutterschutz / Erziehungsurlaub / Elternzeit,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_8
soep-pretest,pre_2004_online,79_4,9,,"in school, at university or ""Fachschule""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",auf der Schule / Hochschule / Fachschule,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_9
soep-pretest,pre_2004_online,79_4,10,,Military Service / Reserve Duty Training Exercise - Community Service - Voluntary Social Year,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",Wehrdienst/Wehrübung als Wehrpflichtiger- Zivildienst- Freiwilliges soziales Jahr,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_10
soep-pretest,pre_2004_online,79_4,11,,"housewife, houseman","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",Hausfrau / Hausmann,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_11
soep-pretest,pre_2004_online,79_4,12,,Other,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",Sonstiges,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_12
soep-pretest,pre_2004_online,79_4,13,,Other (please specify):,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",Sonstiges und zwar: (bitte eintragen),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_12_
soep-pretest,pre_2004_online,79_5,1,,"full-time employed (including State employment programs ""ABM"" / ""SAM"")","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in June...",voll erwerbstätig (auch ABM oder SAM),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Juni...",pre_2004_online,q79f_1
soep-pretest,pre_2004_online,79_5,2,,part-time employed,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in June...",teilzeitbeschäftigt ,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Juni...",pre_2004_online,q79f_2
soep-pretest,pre_2004_online,79_5,3,,in a mini-job (up to 400 ),"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in June...",in einem Mini-Job (bis 400  ),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Juni...",pre_2004_online,q79f_3
soep-pretest,pre_2004_online,79_5,4,,in first-time company training / apprenticeship,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in June...",in betrieblicher Erstausbildung/Lehre,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Juni...",pre_2004_online,q79f_4
soep-pretest,pre_2004_online,79_5,5,,"in further training, retraining, further professional education","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in June...","in Fortbildung, Umschulung oder beruflicher Weiterbildung","Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Juni...",pre_2004_online,q79f_5
